Session,Game,Turns,Elapsed,Winners
20180425_210757,1,1337,2559.6511,Player 1
20180425_210757,2,1504,2177.5556,Player 2
20180425_210757,3,1721,2344.6408,Player 1
20180425_210757,4,105,284.6046,Player 1
20180425_210757,5,2000,2686.8923,
20180425_210757,6,1094,1390.7009,Player 1
20180425_210757,7,1784,2008.9492,Player 2
20180425_210757,8,1968,2289.3048,Player 1
20180425_210757,9,1144,1653.7813,Player 1
20180425_210757,10,478,1031.5036,Player 2
20180425_210757,11,674,1213.332,Player 2
20180425_210757,12,1966,2345.9109,Player 1
20180425_210757,13,48,123.8857,Player 2
20180425_210757,14,1370,1654.2818,Player 1
20180425_210757,15,1578,2144.3092,Player 1
