Session,Game,Turns,Elapsed,Winners
20180425_210655,1,253,625.8961,Player 1
20180425_210655,2,144,419.2253,Player 2
20180425_210655,3,1860,1997.0018,Player 1
20180425_210655,4,1662,2274.8939,Player 1
20180425_210655,5,404,968.0069,Player 2
20180425_210655,6,1676,2304.2786,Player 1
20180425_210655,7,996,1979.3126,Player 2
20180425_210655,8,423,972.7285,Player 1
20180425_210655,9,246,584.3425,Player 2
20180425_210655,10,1066,1717.2895,Player 1
20180425_210655,11,1315,2248.1697,Player 1
20180425_210655,12,1129,1739.3471,Player 1
