Session,Game,Turns,Elapsed,Winners
20180425_125508,0,1000,411,
20180425_125508,1,3,1,Player 1
20180425_125508,2,3,0,Player 1
20180425_125508,3,3,0,Player 1
20180425_125508,4,3,1,Player 1
20180425_125508,5,3,1,Player 1
20180425_125508,6,1000,517,
20180425_125508,7,118,191,Player 2
20180425_125508,8,1000,291,
20180425_125508,9,8,9,Player 1
20180425_125508,10,1000,315,
20180425_125508,11,466,725,Player 2
20180425_125508,12,1000,393,
20180425_125508,13,1000,450,
20180425_125508,14,28,46,Player 2
20180425_125508,15,24,32,Player 1
20180425_125508,16,1000,429,
20180425_125508,17,6,12,Player 2
20180425_125508,18,55,98,Player 1
20180425_125508,19,244,403,Player 2
20180425_125508,20,1000,270,
20180425_125508,21,36,68,Player 2
20180425_125508,22,1000,599,
20180425_125508,23,26,37,
20180425_125508,24,166,262,Player 1
20180425_125508,25,744,153,Player 2
20180425_125508,26,1000,443,
20180425_125508,27,1000,299,
20180425_125508,28,34,61,Player 2
20180425_125508,29,1000,449,
20180425_125508,30,1000,544,
20180425_125508,31,458,631,Player 2
20180425_125508,32,1000,476,
20180425_125508,33,12,15,Player 1
20180425_125508,34,144,216,Player 1
20180425_125508,35,1000,438,
20180425_125508,36,68,110,Player 2
20180425_125508,37,1000,524,
20180425_125508,38,556,101,Player 2
20180425_125508,39,1000,360,
20180425_125508,40,94,149,Player 1
20180425_125508,41,1000,359,
20180425_125508,42,1000,516,
20180425_125508,43,1000,371,
20180425_125508,44,1000,421,
20180425_125508,45,806,979,Player 2
20180425_125508,46,1000,192,
20180425_125508,47,1000,323,
20180425_125508,48,204,321,Player 1
20180425_125508,49,1000,277,
20180425_125508,50,1000,430,
20180425_125508,51,10,10,Player 1
20180425_125508,52,1000,344,
20180425_125508,53,1000,310,
20180425_125508,54,160,271,Player 2
20180425_125508,55,1000,501,
20180425_125508,56,1000,99,
20180425_125508,57,1000,462,
20180425_125508,58,1000,240,
20180425_125508,59,182,277,Player 1
20180425_125508,60,216,342,Player 2
20180425_125508,61,1000,417,
20180425_125508,62,418,611,Player 2
20180425_125508,63,1000,416,
20180425_125508,64,1000,480,
20180425_125508,65,1000,349,
20180425_125508,66,1000,390,
20180425_125508,67,196,323,Player 2
20180425_125508,68,1000,543,
20180425_125508,69,1000,233,
20180425_125508,70,1000,438,
20180425_125508,71,1000,272,
20180425_125508,72,804,70,Player 2
20180425_125508,73,270,401,Player 2
20180425_125508,74,1000,406,
20180425_125508,75,566,775,Player 2
20180425_125508,76,1000,394,
20180425_125508,77,1000,426,
20180425_125508,78,1000,321,
20180425_125508,79,1000,409,
20180425_125508,80,139,211,Player 1
20180425_125508,81,138,212,Player 2
20180425_125508,82,1000,430,
20180425_125508,83,1000,657,
20180425_125508,84,70,128,Player 1
20180425_125508,85,1000,603,
20180425_125508,86,224,440,Player 1
20180425_125508,87,1000,396,
20180425_125508,88,1000,405,
20180425_125508,89,1000,566,
20180425_125508,90,1000,442,
20180425_125508,91,1000,360,
20180425_125508,92,1000,563,
20180425_125508,93,834,199,Player 2
20180425_125508,94,530,837,Player 1
20180425_125508,95,1000,462,
20180425_125508,96,1000,222,
20180425_125508,97,1000,305,
20180425_125508,98,996,308,Player 2
20180425_125508,99,196,299,Player 2
20180425_125508,100,1000,358,
20180425_125508,101,1000,378,
20180425_125508,102,1000,365,
20180425_125508,103,1000,530,
20180425_125508,104,1000,328,
20180425_125508,105,170,280,Player 2
20180425_125508,106,762,94,
20180425_125508,107,140,209,Player 2
20180425_125508,108,16,31,Player 2
20180425_125508,109,1000,235,
20180425_125508,110,230,320,Player 2
20180425_125508,111,1000,400,
20180425_125508,112,1000,397,
20180425_125508,113,90,172,Player 2
20180425_125508,114,1000,397,
20180425_125508,115,1000,530,
20180425_125508,116,5,8,Player 1
20180425_125508,117,1000,395,
20180425_125508,118,24,44,Player 2
20180425_125508,119,50,89,Player 2
20180425_125508,120,1000,260,
20180425_125508,121,1000,514,
20180425_125508,122,106,163,Player 1
20180425_125508,123,1000,314,
20180425_125508,124,1000,538,
20180425_125508,125,130,207,Player 2
20180425_125508,126,1000,382,
20180425_125508,127,156,218,Player 1
20180425_125508,128,1000,499,
20180425_125508,129,1000,495,
20180425_125508,130,1000,514,
20180425_125508,131,146,236,Player 2
20180425_125508,132,1000,277,
20180425_125508,133,1000,369,
20180425_125508,134,284,403,Player 2
20180425_125508,135,10,18,Player 2
20180425_125508,136,1000,360,
20180425_125508,137,323,487,Player 1
20180425_125508,138,1000,461,
20180425_125508,139,16,35,Player 2
20180425_125508,140,148,257,Player 2
20180425_125508,141,1000,287,
20180425_125508,142,22,36,Player 1
20180425_125508,143,1000,399,
20180425_125508,144,1000,340,
20180425_125508,145,158,230,Player 1
20180425_125508,146,1000,481,
20180425_125508,147,1000,525,
20180425_125508,148,704,892,Player 2
20180425_125508,149,1000,354,
20180425_125508,150,140,195,Player 2
20180425_125508,151,1000,459,
20180425_125508,152,120,224,Player 1
20180425_125508,153,12,21,Player 2
20180425_125508,154,138,231,Player 2
20180425_125508,155,1000,476,
20180425_125508,156,68,114,Player 2
20180425_125508,157,742,1,Player 2
20180425_125508,158,80,125,Player 1
20180425_125508,159,6,2,Player 1
20180425_125508,160,6,2,Player 1
20180425_125508,161,6,4,Player 1
20180425_125508,162,1000,317,
20180425_125508,163,1000,356,
20180425_125508,164,348,464,Player 2
20180425_125508,165,834,123,Player 2
20180425_125508,166,1000,429,
20180425_125508,167,1000,369,
20180425_125508,168,1000,453,
20180425_125508,169,78,121,Player 1
